,Station,Station Latitude,Station Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
968,Tobalaba,-33.41852144,-70.60207413,Plaza El Bosque San Sebastian,-33.41582832172881,-70.60171070216758,Hotel
969,Tobalaba,-33.41852144,-70.60207413,Costanera Center,-33.41783965949202,-70.60628201224361,Shopping Mall
970,Tobalaba,-33.41852144,-70.60207413,Eric Kayser,-33.41649465923238,-70.59748065211788,Deli / Bodega
971,Tobalaba,-33.41852144,-70.60207413,Lota / Luis Thayer Ojeda,-33.42279039139956,-70.60096064698895,Rest Area
972,Tobalaba,-33.41852144,-70.60207413,Pinpilinpausha,-33.41402783215809,-70.60197013519422,Spanish Restaurant
973,Tobalaba,-33.41852144,-70.60207413,Zenzero,-33.41697832928853,-70.60674277765017,Ice Cream Shop
974,Tobalaba,-33.41852144,-70.60207413,Restaurante Hotel Plaza El Bosque,-33.41494401917896,-70.60187852848325,Breakfast Spot
975,Tobalaba,-33.41852144,-70.60207413,Mammut Store,-33.41708795625852,-70.60660764551851,Clothing Store
976,Tobalaba,-33.41852144,-70.60207413,Hotel Plaza El Bosque Park,-33.41497507273,-70.6019359952734,Hotel
977,Tobalaba,-33.41852144,-70.60207413,Tommy Hilfiger,-33.41703274376826,-70.60666988171353,Clothing Store
978,Tobalaba,-33.41852144,-70.60207413,Fini,-33.41710266122099,-70.60663444416397,Candy Store
979,Tobalaba,-33.41852144,-70.60207413,adidas,-33.41704169919074,-70.606620114511,Sporting Goods Shop
980,Tobalaba,-33.41852144,-70.60207413,Frutería El Bosque,-33.42174023560453,-70.59850426540328,Farmers Market
981,Tobalaba,-33.41852144,-70.60207413,Tanta,-33.41714949617952,-70.6064523683112,Peruvian Restaurant
982,Tobalaba,-33.41852144,-70.60207413,Park Club Piso 17,-33.41488713015606,-70.60190966670297,Cocktail Bar
983,Tobalaba,-33.41852144,-70.60207413,Restaurant Don Carlos,-33.414030567851285,-70.60175344704497,Argentinian Restaurant
984,Tobalaba,-33.41852144,-70.60207413,Sportlife,-33.41616996824553,-70.60491868151729,Gym
985,Tobalaba,-33.41852144,-70.60207413,Casaideas,-33.41695939602984,-70.60671985886128,Furniture / Home Store
986,Tobalaba,-33.41852144,-70.60207413,Tasty Beat,-33.41722690719522,-70.59717950697024,Café
987,Tobalaba,-33.41852144,-70.60207413,GAP,-33.417007362844,-70.60660748309581,Clothing Store
988,Tobalaba,-33.41852144,-70.60207413,Enebro,-33.41479400765122,-70.60179845157114,Mediterranean Restaurant
989,Tobalaba,-33.41852144,-70.60207413,Prüne,-33.416980854758144,-70.60673707538713,Accessories Store
990,Tobalaba,-33.41852144,-70.60207413,Librería Contrapunto,-33.41708965405297,-70.60663794463878,Bookstore
991,Tobalaba,-33.41852144,-70.60207413,Le Due Torri,-33.41403990196759,-70.6017185816763,Italian Restaurant
992,Tobalaba,-33.41852144,-70.60207413,tanta costanera center,-33.416776021151634,-70.60594507159908,Restaurant
993,Tobalaba,-33.41852144,-70.60207413,The Candyland,-33.416989283123335,-70.60679075186393,Candy Store
994,Tobalaba,-33.41852144,-70.60207413,Youserv,-33.4170347020158,-70.60671547214109,Ice Cream Shop
995,Tobalaba,-33.41852144,-70.60207413,Quotidien Bistro,-33.415516398119486,-70.60406846250521,Hotel
996,Tobalaba,-33.41852144,-70.60207413,Enzo Cucina,-33.41668933639212,-70.60595760749936,Italian Restaurant
997,Tobalaba,-33.41852144,-70.60207413,Carl's Jr,-33.41522088036143,-70.60392826251096,Burger Joint
998,Tobalaba,-33.41852144,-70.60207413,Between café,-33.41578244020639,-70.60417512524778,Coffee Shop
999,Tobalaba,-33.41852144,-70.60207413,Rincón Jumbo,-33.41700387105994,-70.6067106774077,Restaurant
1000,Tobalaba,-33.41852144,-70.60207413,Mexa,-33.41649938355703,-70.60438172011958,Taco Place
1001,Tobalaba,-33.41852144,-70.60207413,Librería Antártica,-33.41696501759512,-70.606730894593,Bookstore
1002,Tobalaba,-33.41852144,-70.60207413,Columbia,-33.41709573569546,-70.60668116073354,Clothing Store
1003,Tobalaba,-33.41852144,-70.60207413,Bobbi Brown,-33.41700824813981,-70.60670330508786,Cosmetics Shop
1004,Tobalaba,-33.41852144,-70.60207413,Palettas Costanera Center,-33.417152255903055,-70.60668771597521,Ice Cream Shop
1005,Tobalaba,-33.41852144,-70.60207413,Time Suites & Apartments,-33.41923490470958,-70.59776759323826,Hotel
1006,Tobalaba,-33.41852144,-70.60207413,Castaño,-33.41697989800214,-70.60632848679725,Bakery
1007,Tobalaba,-33.41852144,-70.60207413,Lush,-33.41692754452654,-70.60674345683277,Cosmetics Shop
1008,Tobalaba,-33.41852144,-70.60207413,Steve Madden,-33.416987769838215,-70.60668481568692,Shoe Store
1009,Tobalaba,-33.41852144,-70.60207413,Americanino,-33.417013010479096,-70.60669004032012,Boutique
1010,Tobalaba,-33.41852144,-70.60207413,The Crêpe Café,-33.41702354119714,-70.60671463747575,Creperie
1011,Tobalaba,-33.41852144,-70.60207413,Rotter & Krauss,-33.41707733660752,-70.60653762223458,Optical Shop
1012,Tobalaba,-33.41852144,-70.60207413,Merrell,-33.41701168048582,-70.60667801402235,Clothing Store
1013,Tobalaba,-33.41852144,-70.60207413,Plaza Versalles,-33.41971818582492,-70.59726178599108,Plaza
1014,El Golf,-33.4167169,-70.59571062,Hyatt Centric Las Condes Santiago,-33.41583076305231,-70.59424095357275,Hotel
1015,El Golf,-33.4167169,-70.59571062,Estró,-33.41590943639752,-70.59564268339248,Restaurant
1016,El Golf,-33.4167169,-70.59571062,Teatro Municipal de Las Condes,-33.41628717324798,-70.59585306625434,Theater
1017,El Golf,-33.4167169,-70.59571062,Happening,-33.41679093333872,-70.59748196728232,Steakhouse
1018,El Golf,-33.4167169,-70.59571062,The Ritz-Carlton Santiago,-33.41589493740086,-70.59539024052344,Hotel
1019,El Golf,-33.4167169,-70.59571062,Paseo de Las Esculturas La Pastora,-33.4152912209646,-70.59589484008055,Sculpture Garden
1020,El Golf,-33.4167169,-70.59571062,Tiramisú,-33.414521051311624,-70.5975629268751,Pizza Place
1021,El Golf,-33.4167169,-70.59571062,Eric Kayser,-33.41649465923238,-70.59748065211788,Deli / Bodega
1022,El Golf,-33.4167169,-70.59571062,Palacio Danubio Azul,-33.4156397181187,-70.596390174746,Chinese Restaurant
1023,El Golf,-33.4167169,-70.59571062,El Toldo Azul,-33.41449933332867,-70.59715548270577,Ice Cream Shop
1024,El Golf,-33.4167169,-70.59571062,Karai,-33.4143030280861,-70.59814792992314,Peruvian Restaurant
1025,El Golf,-33.4167169,-70.59571062,Laboratorio Fotográfico JPF,-33.4158099110099,-70.59564503403924,Photography Lab
1026,El Golf,-33.4167169,-70.59571062,Smart Fit,-33.41593032684641,-70.59391136377874,Gym
1027,El Golf,-33.4167169,-70.59571062,Casa Habano,-33.414379981173205,-70.59833649020204,Smoke Shop
1028,El Golf,-33.4167169,-70.59571062,Casa Natura,-33.41472699171887,-70.59347076836626,Cosmetics Shop
1029,El Golf,-33.4167169,-70.59571062,Shoogun,-33.41404053005472,-70.5947365686384,Japanese Restaurant
1030,El Golf,-33.4167169,-70.59571062,El Ganso,-33.41450843488506,-70.59713734549995,Boutique
1031,El Golf,-33.4167169,-70.59571062,Fix Café,-33.41647668563445,-70.59439878997541,Coffee Shop
1032,El Golf,-33.4167169,-70.59571062,Starbucks,-33.416185585354995,-70.59382299287971,Coffee Shop
1033,El Golf,-33.4167169,-70.59571062,Nolita,-33.41440308427623,-70.5944440223503,Italian Restaurant
1034,El Golf,-33.4167169,-70.59571062,Patagonia Schokoland,-33.41610504321298,-70.59904948958427,Chocolate Shop
1035,El Golf,-33.4167169,-70.59571062,Tasty Beat,-33.41722690719522,-70.59717950697024,Café
1036,El Golf,-33.4167169,-70.59571062,Plaza Perú,-33.4147599606646,-70.59841613117614,Plaza
1037,El Golf,-33.4167169,-70.59571062,O2 Fit,-33.41402644243267,-70.59840798424426,Gym
1038,El Golf,-33.4167169,-70.59571062,W Rooftop,-33.413855748739444,-70.59823797584133,Cocktail Bar
1039,El Golf,-33.4167169,-70.59571062,Time Select,-33.419767389572705,-70.59742357092695,Hotel
1040,El Golf,-33.4167169,-70.59571062,W Santiago,-33.4137092,-70.598615,Hotel
1041,El Golf,-33.4167169,-70.59571062,"Spa Mandala, Bienestar y Belleza",-33.41287993418064,-70.59660940083856,Spa
1042,El Golf,-33.4167169,-70.59571062,NoSo,-33.414219956281464,-70.59854820530097,French Restaurant
1043,El Golf,-33.4167169,-70.59571062,Ritual Coffee Shop | Hotel Ritz Carlton Santiago,-33.41644679665704,-70.59506040681478,Coffee Shop
1044,El Golf,-33.4167169,-70.59571062,Gracia Tapas & Bar,-33.413927984477226,-70.59803534052631,Bar
1045,El Golf,-33.4167169,-70.59571062,Las Bezanillas,-33.4169738007542,-70.59242247650836,Tea Room
1046,El Golf,-33.4167169,-70.59571062,Castaño,-33.416620097506154,-70.59604273463619,Bakery
1047,El Golf,-33.4167169,-70.59571062,El Gallo Specialty Coffee,-33.41646916224816,-70.59926331822933,Coffee Shop
1048,El Golf,-33.4167169,-70.59571062,Tip y Tap,-33.41701790797738,-70.59542676487563,Sandwich Place
1049,El Golf,-33.4167169,-70.59571062,Full Beauty,-33.416168625445295,-70.59300299717626,Cosmetics Shop
1050,El Golf,-33.4167169,-70.59571062,El Mundo del Vino,-33.414267699084505,-70.5986037836744,Wine Shop
1051,El Golf,-33.4167169,-70.59571062,Estee Lauder Companies,-33.415309908549986,-70.59161673828268,Cosmetics Shop
1052,El Golf,-33.4167169,-70.59571062,VOP Café Bistró,-33.41352575584855,-70.59772422133233,Bistro
1053,El Golf,-33.4167169,-70.59571062,Tea Connection,-33.41453267052362,-70.59720602334359,Restaurant
1054,El Golf,-33.4167169,-70.59571062,Pasteleria Presidente Riesco,-33.412629,-70.594656,Bakery
1055,El Golf,-33.4167169,-70.59571062,Margó,-33.41397268725208,-70.59879716008923,Mediterranean Restaurant
1056,El Golf,-33.4167169,-70.59571062,Starbucks,-33.41434377430357,-70.59383933253926,Coffee Shop
1057,El Golf,-33.4167169,-70.59571062,cafetín,-33.4148432808336,-70.59717637404655,Coffee Shop
1058,El Golf,-33.4167169,-70.59571062,La Esquina Café,-33.41934793263405,-70.5979595772234,Breakfast Spot
1059,El Golf,-33.4167169,-70.59571062,United Colors of Benetton,-33.41433709795385,-70.59688244410876,Clothing Store
1060,El Golf,-33.4167169,-70.59571062,Plaza Loreto,-33.413854697963124,-70.59226973553022,Plaza
1061,El Golf,-33.4167169,-70.59571062,Castaño,-33.416305,-70.600194,Bakery
1062,El Golf,-33.4167169,-70.59571062,The Elephant Coffee,-33.418522,-70.599077,Coffee Shop
1063,El Golf,-33.4167169,-70.59571062,Fuente Chilena,-33.417029,-70.598409,Sandwich Place
1064,El Golf,-33.4167169,-70.59571062,Con Sabor a Perú,-33.4168015183927,-70.59549709857626,Peruvian Restaurant
1065,El Golf,-33.4167169,-70.59571062,Tostaduría Mataquito,-33.41752534009018,-70.6000589875782,Deli / Bodega
1066,El Golf,-33.4167169,-70.59571062,Parroquia Nuestra Señora de los Ángeles,-33.41399004462515,-70.59186277357826,Temple
1067,El Golf,-33.4167169,-70.59571062,Subway Enrique Foster,-33.415953668351314,-70.59412959672389,Sandwich Place
1068,El Golf,-33.4167169,-70.59571062,The Coffee Garden,-33.417419566562856,-70.59551239994106,Café
1069,El Golf,-33.4167169,-70.59571062,Streat Burger,-33.414775793070575,-70.59714423071638,Burger Joint
1070,El Golf,-33.4167169,-70.59571062,Espacio Salcobrand,-33.41677678810331,-70.60029219181462,Pharmacy
1071,El Golf,-33.4167169,-70.59571062,Syam,-33.41682665654954,-70.59550614891575,Vegetarian / Vegan Restaurant
1072,El Golf,-33.4167169,-70.59571062,Kilómetro 0,-33.414290035222116,-70.59834682552597,French Restaurant
1073,El Golf,-33.4167169,-70.59571062,Sportlife,-33.42017251567084,-70.59828689847265,Gym / Fitness Center
1074,El Golf,-33.4167169,-70.59571062,Bagels & Co,-33.41810238479516,-70.5998771201116,Deli / Bodega
1075,El Golf,-33.4167169,-70.59571062,Boki Restaurant & Bar,-33.419054962539136,-70.59649902160163,Restaurant
1076,El Golf,-33.4167169,-70.59571062,W Lounge,-33.41397327951714,-70.5984700456631,Cocktail Bar
1077,El Golf,-33.4167169,-70.59571062,Starbucks,-33.41591170332842,-70.59230726164589,Coffee Shop
1078,El Golf,-33.4167169,-70.59571062,Starlight Coffee,-33.41426349572244,-70.59338271657813,Café
1079,El Golf,-33.4167169,-70.59571062,Dulceria Presidente Riesco,-33.412624793994404,-70.59480086098516,Bakery
1080,El Golf,-33.4167169,-70.59571062,Sakae Sushi Bar &Delivery,-33.41871752272351,-70.59971510324822,Asian Restaurant
1081,El Golf,-33.4167169,-70.59571062,cafe manda  by bravissimo,-33.41570312807379,-70.59411478105375,Coffee Shop
1082,El Golf,-33.4167169,-70.59571062,ZuCaffe,-33.416781618770834,-70.5986663507719,Coffee Shop
1083,El Golf,-33.4167169,-70.59571062,Juan Valdez Café,-33.414103525028565,-70.59882907435069,Café
1084,El Golf,-33.4167169,-70.59571062,Vilapert,-33.41481114414702,-70.59447559765522,Bakery
1085,El Golf,-33.4167169,-70.59571062,Papa John's,-33.4196165397055,-70.59950540214336,Pizza Place
1086,El Golf,-33.4167169,-70.59571062,Dulcería Las Palmas,-33.41815954782207,-70.59984160720744,Dessert Shop
1087,El Golf,-33.4167169,-70.59571062,La Candelaria,-33.41651392677024,-70.59440181143992,Salad Place
1088,El Golf,-33.4167169,-70.59571062,Darjeeling,-33.41871754608422,-70.5912058927613,Café
1089,El Golf,-33.4167169,-70.59571062,Hotel Rugendas,-33.418990799757495,-70.59655547347694,Hotel
1090,El Golf,-33.4167169,-70.59571062,The Greens,-33.414846613644144,-70.59795694021679,Restaurant
1091,El Golf,-33.4167169,-70.59571062,The Coffee Factory,-33.41456513373685,-70.5957252701273,Café
1092,El Golf,-33.4167169,-70.59571062,Starbucks,-33.41790046448541,-70.60043905305272,Coffee Shop
1093,El Golf,-33.4167169,-70.59571062,Starbucks,-33.41951422976823,-70.59864113410548,Coffee Shop
1094,El Golf,-33.4167169,-70.59571062,Confiteria Torres,-33.41418365834798,-70.5996803415443,Café
1095,El Golf,-33.4167169,-70.59571062,Oporto,-33.41437477891479,-70.59402826512263,South American Restaurant
1096,El Golf,-33.4167169,-70.59571062,Restaurant Domenica,-33.42059824644785,-70.59839915295983,Italian Restaurant
1097,El Golf,-33.4167169,-70.59571062,Appetizer,-33.41658567950831,-70.59438284525832,Salad Place
1098,El Golf,-33.4167169,-70.59571062,Stade Français,-33.42096255582408,-70.59641768951658,Athletics & Sports
1099,El Golf,-33.4167169,-70.59571062,Sandwich Delivery Comidomi,-33.412528764745524,-70.59724036391937,Sandwich Place
1100,El Golf,-33.4167169,-70.59571062,Moritz Eis,-33.41398998658854,-70.59783342979031,Ice Cream Shop
1101,El Golf,-33.4167169,-70.59571062,Tasty Beat,-33.413748497461015,-70.59361147804036,Restaurant
1102,El Golf,-33.4167169,-70.59571062,Garmin Store,-33.4143388482717,-70.59635227318392,Electronics Store
1103,El Golf,-33.4167169,-70.59571062,La Pera Palta,-33.41728501447269,-70.59555988190314,Salad Place
1104,El Golf,-33.4167169,-70.59571062,Alba Spa,-33.414572054134375,-70.5972426286185,Spa
1105,El Golf,-33.4167169,-70.59571062,Castaño,-33.41818596195922,-70.60020642779966,Bakery
1106,El Golf,-33.4167169,-70.59571062,Time Suites & Apartments,-33.41923490470958,-70.59776759323826,Hotel
1107,El Golf,-33.4167169,-70.59571062,Nikon Center,-33.41884980570738,-70.59658835403111,Hobby Shop
1108,El Golf,-33.4167169,-70.59571062,Castaño Enrique Foster,-33.41560440686089,-70.59432697875242,Bakery
1109,El Golf,-33.4167169,-70.59571062,Feria Chilena del Libro,-33.41444464189284,-70.59736419620423,Bookstore
1110,El Golf,-33.4167169,-70.59571062,Café Panagra,-33.41525448440895,-70.59205789064887,Café
1111,El Golf,-33.4167169,-70.59571062,It Sandwich & Bar,-33.414532,-70.596866,Sandwich Place
1112,El Golf,-33.4167169,-70.59571062,Nichola's Pub,-33.416540159411646,-70.59492042118335,Restaurant
1113,El Golf,-33.4167169,-70.59571062,Farmacias Cruz Verde,-33.41612480101677,-70.59314168542883,Pharmacy
1114,Alcantara,-33.41545438,-70.58970795,Plaza Mustafa Kemal Ataturk,-33.41474462668094,-70.58740717402128,Plaza
1115,Alcantara,-33.41545438,-70.58970795,Estee Lauder Companies,-33.415309908549986,-70.59161673828268,Cosmetics Shop
1116,Alcantara,-33.41545438,-70.58970795,Chocolateria Caramel,-33.41811277613301,-70.58773250817205,Dessert Shop
1117,Alcantara,-33.41545438,-70.58970795,Parroquia Nuestra Señora de los Ángeles,-33.41399004462515,-70.59186277357826,Temple
1118,Alcantara,-33.41545438,-70.58970795,Maru Restaurante,-33.414716652180324,-70.58511214401265,Japanese Restaurant
1119,Alcantara,-33.41545438,-70.58970795,Plaza Loreto,-33.413854697963124,-70.59226973553022,Plaza
1120,Alcantara,-33.41545438,-70.58970795,Casa Natura,-33.41472699171887,-70.59347076836626,Cosmetics Shop
1121,Alcantara,-33.41545438,-70.58970795,Hyatt Centric Las Condes Santiago,-33.41583076305231,-70.59424095357275,Hotel
1122,Alcantara,-33.41545438,-70.58970795,Da Dino,-33.414731676867866,-70.58682920292856,Pizza Place
1123,Alcantara,-33.41545438,-70.58970795,Las Bezanillas,-33.4169738007542,-70.59242247650836,Tea Room
1124,Alcantara,-33.41545438,-70.58970795,Shoogun,-33.41404053005472,-70.5947365686384,Japanese Restaurant
1125,Alcantara,-33.41545438,-70.58970795,Smart Fit,-33.41593032684641,-70.59391136377874,Gym
1126,Alcantara,-33.41545438,-70.58970795,Full Beauty,-33.416168625445295,-70.59300299717626,Cosmetics Shop
1127,Alcantara,-33.41545438,-70.58970795,Nolita,-33.41440308427623,-70.5944440223503,Italian Restaurant
1128,Alcantara,-33.41545438,-70.58970795,Starbucks,-33.41591170332842,-70.59230726164589,Coffee Shop
1129,Alcantara,-33.41545438,-70.58970795,Starbucks,-33.416185585354995,-70.59382299287971,Coffee Shop
1130,Alcantara,-33.41545438,-70.58970795,Buffalo Waffles,-33.41428,-70.585126,Creperie
1131,Alcantara,-33.41545438,-70.58970795,Starbucks,-33.41434377430357,-70.59383933253926,Coffee Shop
1132,Alcantara,-33.41545438,-70.58970795,Por Que Te Vistes,-33.418927491995724,-70.5908797029151,Boutique
1133,Alcantara,-33.41545438,-70.58970795,Fix Café,-33.41647668563445,-70.59439878997541,Coffee Shop
1134,Alcantara,-33.41545438,-70.58970795,Darjeeling,-33.41871754608422,-70.5912058927613,Café
1135,Alcantara,-33.41545438,-70.58970795,Cafe Mermoz,-33.414831939553984,-70.58802241347782,Restaurant
1136,Alcantara,-33.41545438,-70.58970795,Starlight Coffee,-33.41426349572244,-70.59338271657813,Café
1137,Alcantara,-33.41545438,-70.58970795,La Ogazza,-33.414199728665274,-70.58486258887999,Bakery
1138,Alcantara,-33.41545438,-70.58970795,Plaza Golda Meier,-33.41410523456264,-70.58871388435364,Plaza
1139,Alcantara,-33.41545438,-70.58970795,Castaño,-33.418639652992816,-70.59065464364892,Bakery
1140,Alcantara,-33.41545438,-70.58970795,Subway Enrique Foster,-33.415953668351314,-70.59412959672389,Sandwich Place
1141,Alcantara,-33.41545438,-70.58970795,Café Panagra,-33.41525448440895,-70.59205789064887,Café
1142,Alcantara,-33.41545438,-70.58970795,Tasty Beat,-33.413748497461015,-70.59361147804036,Restaurant
1143,Alcantara,-33.41545438,-70.58970795,cafe manda  by bravissimo,-33.41570312807379,-70.59411478105375,Coffee Shop
1144,Alcantara,-33.41545438,-70.58970795,Vilapert,-33.41481114414702,-70.59447559765522,Bakery
1145,Alcantara,-33.41545438,-70.58970795,Juan Maestro,-33.414216721636215,-70.58537006579952,Sandwich Place
1146,Alcantara,-33.41545438,-70.58970795,Oporto,-33.41437477891479,-70.59402826512263,South American Restaurant
1147,Alcantara,-33.41545438,-70.58970795,Super Delicious Gourmet,-33.41547065159509,-70.5896826823405,Coffee Shop
1148,Alcantara,-33.41545438,-70.58970795,La Candelaria,-33.41651392677024,-70.59440181143992,Salad Place
1149,Alcantara,-33.41545438,-70.58970795,Salón de Belleza Hugo Guerra,-33.41824533851829,-70.5910919449242,Cosmetics Shop
1150,Alcantara,-33.41545438,-70.58970795,De La Plaza,-33.41484258891216,-70.58791841330576,Restaurant
1151,Alcantara,-33.41545438,-70.58970795,Appetizer,-33.41658567950831,-70.59438284525832,Salad Place
1152,Alcantara,-33.41545438,-70.58970795,Pausa Bistrot,-33.418668,-70.591434,Coffee Shop
1153,Alcantara,-33.41545438,-70.58970795,Sony Music Entertainment Chile,-33.41500462737554,-70.5894427078579,Music Venue
1154,Alcantara,-33.41545438,-70.58970795,Contenedor | Breakfast & Lunch,-33.41385098347414,-70.58722536384154,Restaurant
1155,Alcantara,-33.41545438,-70.58970795,ChiarOscuro Cafetería,-33.41583602261886,-70.59020814371038,Coffee Shop
1156,Alcantara,-33.41545438,-70.58970795,Farmacias Cruz Verde,-33.41612480101677,-70.59314168542883,Pharmacy
1157,Alcantara,-33.41545438,-70.58970795,Art Café,-33.41519042418074,-70.58879381762604,Coffee Shop
1158,Alcantara,-33.41545438,-70.58970795,Castaño Enrique Foster,-33.41560440686089,-70.59432697875242,Bakery
1159,Alcantara,-33.41545438,-70.58970795,Da Roncallo,-33.41725818164048,-70.59216103004049,Latin American Restaurant
1160,Alcantara,-33.41545438,-70.58970795,Castano Malaga,-33.41608598126708,-70.58664865872936,Bakery
1161,Alcantara,-33.41545438,-70.58970795,Farmacias Cruz Verde,-33.414063330745925,-70.59236849674151,Pharmacy
1162,Alcantara,-33.41545438,-70.58970795,Farmacias Cruz Verde,-33.41614556785187,-70.59321668045482,Pharmacy
1163,Alcantara,-33.41545438,-70.58970795,Donde la Tía Sonia,-33.414183196476436,-70.585465354754,Restaurant
1164,Alcantara,-33.41545438,-70.58970795,Salcobrand,-33.41159353489603,-70.58696564876293,Pharmacy
1165,Alcantara,-33.41545438,-70.58970795,Hotel Leonardo Da Vinci,-33.41657029857777,-70.58603880489352,Hotel
1166,Alcantara,-33.41545438,-70.58970795,Nichola's Pub,-33.416540159411646,-70.59492042118335,Restaurant
1167,Alcantara,-33.41545438,-70.58970795,Edificio Bachelor,-33.41406236633671,-70.58575026395863,Residential Building (Apartment / Condo)
1168,Alcantara,-33.41545438,-70.58970795,Super Delicious,-33.41419028287417,-70.59336936171734,Deli / Bodega
1169,Alcantara,-33.41545438,-70.58970795,Doner House,-33.41469415494997,-70.58511871751743,Middle Eastern Restaurant
1170,Escuela Militar,-33.41385214,-70.58335179,Maru Restaurante,-33.414716652180324,-70.58511214401265,Japanese Restaurant
1171,Escuela Militar,-33.41385214,-70.58335179,Smart Fit - Escuela Militar,-33.41223700700088,-70.58140169619946,Gym / Fitness Center
1172,Escuela Militar,-33.41385214,-70.58335179,Openbox Store,-33.41337868298204,-70.58348036496955,Board Shop
1173,Escuela Militar,-33.41385214,-70.58335179,Buffalo Waffles,-33.41428,-70.585126,Creperie
1174,Escuela Militar,-33.41385214,-70.58335179,Tostaduría Mataquito,-33.413502608293626,-70.58226570437193,Dessert Shop
1175,Escuela Militar,-33.41385214,-70.58335179,Work Café Escuela Militar,-33.41260982102406,-70.58091325176704,Café
1176,Escuela Militar,-33.41385214,-70.58335179,NaturalMix,-33.41331636195106,-70.58241720084219,Salad Place
1177,Escuela Militar,-33.41385214,-70.58335179,Plaza Mustafa Kemal Ataturk,-33.41474462668094,-70.58740717402128,Plaza
1178,Escuela Militar,-33.41385214,-70.58335179,Juan Valdez Café,-33.41280760621976,-70.5809279398629,Coffee Shop
1179,Escuela Militar,-33.41385214,-70.58335179,La Ogazza,-33.414199728665274,-70.58486258887999,Bakery
1180,Escuela Militar,-33.41385214,-70.58335179,Roasters & Co.,-33.41249585746105,-70.58056458770606,Coffee Shop
1181,Escuela Militar,-33.41385214,-70.58335179,Sergio's,-33.413349560350504,-70.58231046537557,Fast Food Restaurant
1182,Escuela Militar,-33.41385214,-70.58335179,Da Dino,-33.414731676867866,-70.58682920292856,Pizza Place
1183,Escuela Militar,-33.41385214,-70.58335179,Starbucks,-33.41427635106902,-70.58383898607072,Coffee Shop
1184,Escuela Militar,-33.41385214,-70.58335179,STICK & ICE,-33.414180543160136,-70.5838052460339,Ice Cream Shop
1185,Escuela Militar,-33.41385214,-70.58335179,Prego,-33.413407417074446,-70.580978329832,Italian Restaurant
1186,Escuela Militar,-33.41385214,-70.58335179,Crepe Station,-33.41390305855294,-70.5828622212179,Creperie
1187,Escuela Militar,-33.41385214,-70.58335179,Starbucks,-33.41118356042061,-70.57941194133491,Coffee Shop
1188,Escuela Militar,-33.41385214,-70.58335179,Caprioli,-33.41387267283466,-70.58397523942676,Food & Drink Shop
1189,Escuela Militar,-33.41385214,-70.58335179,Estación 59,-33.413694164341706,-70.58118348772791,Restaurant
1190,Escuela Militar,-33.41385214,-70.58335179,La Mechada Nacional - Sub Centro,-33.41376494174883,-70.58406168795932,Sandwich Place
1191,Escuela Militar,-33.41385214,-70.58335179,Juan Maestro,-33.414216721636215,-70.58537006579952,Sandwich Place
1192,Escuela Militar,-33.41385214,-70.58335179,Plaza República de Paraguay,-33.41797691624678,-70.58174388684931,Plaza
1193,Escuela Militar,-33.41385214,-70.58335179,Mug Coffee,-33.412243053006854,-70.57928713557122,Coffee Shop
1194,Escuela Militar,-33.41385214,-70.58335179,Liga Chilena Contra La Epilepsia,-33.41249404787356,-70.57835409467737,Pharmacy
1195,Escuela Militar,-33.41385214,-70.58335179,Cafe Mermoz,-33.414831939553984,-70.58802241347782,Restaurant
1196,Escuela Militar,-33.41385214,-70.58335179,Dulce Luna,-33.413693330566915,-70.58406001042773,Café
1197,Escuela Militar,-33.41385214,-70.58335179,Bicimetro Escuela Militar,-33.41388753686025,-70.58435556440067,Bike Shop
1198,Escuela Militar,-33.41385214,-70.58335179,Salchichería del Pichulotote,-33.41339586570784,-70.58238976363695,Hot Dog Joint
1199,Escuela Militar,-33.41385214,-70.58335179,Sportlife,-33.41398413352008,-70.58261428024812,Gym
1200,Escuela Militar,-33.41385214,-70.58335179,El Brasero,-33.41350185485794,-70.58315830635483,BBQ Joint
1201,Escuela Militar,-33.41385214,-70.58335179,Mcdonalds Apoquindo,-33.413208,-70.5813,Fast Food Restaurant
1202,Escuela Militar,-33.41385214,-70.58335179,Plaza Golda Meier,-33.41410523456264,-70.58871388435364,Plaza
1203,Escuela Militar,-33.41385214,-70.58335179,Donde la Tía Sonia,-33.414183196476436,-70.585465354754,Restaurant
1204,Escuela Militar,-33.41385214,-70.58335179,Subway,-33.411639,-70.579151,Sandwich Place
1205,Escuela Militar,-33.41385214,-70.58335179,McDonald's,-33.413334,-70.58137,Fast Food Restaurant
1206,Escuela Militar,-33.41385214,-70.58335179,Castaño,-33.413367124074455,-70.5822830779386,Bakery
1207,Escuela Militar,-33.41385214,-70.58335179,Farmacias Cruz Verde,-33.413643723913495,-70.58255414583212,Pharmacy
1208,Escuela Militar,-33.41385214,-70.58335179,Farmacias Ahumada,-33.412303676837205,-70.57893356483368,Pharmacy
1209,Escuela Militar,-33.41385214,-70.58335179,Stop & Eat,-33.414294567636574,-70.5838048051215,Fast Food Restaurant
1210,Escuela Militar,-33.41385214,-70.58335179,SubCentro,-33.41425070894651,-70.58401439095029,Shopping Mall
1211,Escuela Militar,-33.41385214,-70.58335179,Salcobrand,-33.41309195810888,-70.58110355954108,Pharmacy
1212,Escuela Militar,-33.41385214,-70.58335179,Contenedor | Breakfast & Lunch,-33.41385098347414,-70.58722536384154,Restaurant
